"","x"
"cg26371327",-0.0450210032442585
"cg00551609",0.0275969371125488
"cg00880741",0.053731950087147
"cg00999152",0.00375034193438206
"cg03578495",0.162771887954598
"cg06009783",0.111749843785521
"cg08471173",-0.0246485247423325
"cg09399716",0.415478631633445
"cg11430353",-0.0140730194152982
"cg12919006",0.166446259663276
"cg15016481",-0.0408246989421454
"cg15035324",-0.0829436678912656
"cg15851696",0.0626167370869964
"cg17469604",0.0546645451645516
"cg18258980",0.0723185371079957
"cg19040077",0.00539753018749619
"cg20731529",0.0611689253306017
"cg21758126",0.000563027545417624
"cg21932231",-0.0277290186254138
"cg22193436",-0.392733716357033
"cg23686214",-0.0322768800343557
"cg24549161",-0.554492039424974
"cg00093695",0.146591397282515
"cg01373248",0.0772688992854254
"cg02058357",0.0516906031125551
"cg02519879",0.0193530871297698
"cg03004985",0.0967849988274959
"cg03018380",-0.0956701051650792
"cg04906886",-0.000414212377370006
"cg07056242",-0.160954468833346
"cg08072840",0.0439481461584067
"cg08274518",0.368898206168485
"cg08532914",-0.126787999758585
"cg11229273",-0.107702660123389
"cg16091269",-0.173627102416134
"cg23194766",-0.0458227768579776
"cg01106419",-0.109139536055639
"cg04574135",0.139041247987414
"cg07854954",0.0313810620290063
"cg11569478",-0.196278972256829
"cg12435758",-0.0906334873450842
"cg12857541",0.0249282222885637
"cg17453767",-0.0278001423506947
"cg21391452",-0.000790854405798221
"cg27660536",0.00374000241884928
"cg02486497",0.427434470466069
"cg04547002",-0.138119547858042
"cg05209493",-0.0890074736834469
"cg05516295",0.0100454440783822
"cg05982485",-0.0297179267566021
"cg06213287",0.0898968752569149
"cg08391380",-0.151147027110865
"cg12666403",-0.451686548031625
"cg17020834",-0.0135711116152367
"cg20030243",-0.00242787419727335
"cg22485938",-0.00078253908157738
"cg22836605",0.326050206315244
"cg23414262",0.0123051036370926
"cg25592513",0.0527572850213856
"cg27365991",-0.016707918191466
"cg00669594",0.401406070585196
"cg02258846",-0.00773274828517805
"cg02624905",-0.0102415165280452
"cg04026887",-0.0993276553372233
"cg05218678",0.0962949165714607
"cg05353884",0.12116564925204
"cg05631194",-0.0300082219180758
"cg06011067",0.00205150662970916
"cg07380095",0.0239731398079143
"cg10443019",0.030162526770895
"cg11171094",0.0115954525125956
"cg11668876",-0.0164619097822869
"cg12936671",-0.0823207821934833
"cg14911766",-0.101937019186051
"cg17044843",0.089199353279477
"cg19279042",0.597224903170973
"cg19388032",0.302034533809096
"cg19513004",0.00297905054930594
"cg22277485",0.012072776948677
"cg24102242",-0.281172264918138
"cg24902920",0.193994059035574
"cg25254074",0.0249617704902589
"cg25632230",-0.0309801726534988
"cg25749318",-0.0816917187253079
"cg27409484",0.0272643118643735
"cg00252534",-0.00953055939078676
"cg02544502",0.107709351721298
"cg04142661",-0.071708625899
"cg08939418",0.0403754842586648
"cg15225688",0.085537339691662
"cg19229651",0.258028920246685
"cg20438404",0.030427021873798
"cg26400325",0.136914535745572
"cg00468228",-0.0431430764817324
"cg02226645",-0.0342966472233828
"cg08608523",-0.023976274539474
"cg16752400",0.00971356677279534
"cg18581669",-0.0997860729004908
"cg24609101",-0.0527800839615187
"cg13761321",0.201960915452127
"cg13842293",-0.0127919911009807
"cg14400672",-0.0168915758485395
"cg14550760",-0.05774579326727
"cg19989242",0.137296336063923
"cg00113050",0.0901066562201538
"cg06368618",-0.0342758338602459
"cg06949629",0.028014832265658
"cg07504977",0.0119520675080361
"cg12313969",-0.0351068587190267
"cg12647587",0.00738106700932465
"cg12703142",-0.0110363181881332
"cg14330737",0.00227191510282383
"cg15405515",0.120826083760882
"cg22595443",-0.0130262864496755
"cg22892607",0.291521395531165
"cg25580076",0.139497715725597
"cg27630957",-0.0699457572033422
"cg01303055",-0.0354695783443483
"cg02845204",-0.0310530417839105
"cg06486098",-0.115764477962239
"cg07537750",0.317638107606667
"cg07724905",-0.0328686895359404
"cg10891482",-0.0547308368801051
"cg11035813",-0.0176471734432784
"cg13508741",-0.000438200184377435
"cg14183540",-0.125331497705453
"cg17257587",0.164630467939605
"cg18540157",-0.000141625434660695
"cg21584495",-0.0947870144151584
"cg23419490",0.017226380211777
"cg23879813",0.0165285000026683
"cg25026627",-0.274749071150029
"cg26521766",-0.0544490578526559
"cg00991744",0.00888206815399186
"cg01668352",-0.0791311317583999
"cg05858136",-0.0433922817135818
"cg09226421",0.111140196460942
"cg09894284",-0.000315794383498978
"cg14189750",-0.0549614910578473
"cg20406728",0.0755835620090593
"cg21589954",-0.00419388034927127
"cg22027151",0.0355809677796229
"cg23131355",-0.0510799004174101
"cg23771088",-0.12047899120764
"cg24428144",-0.0259153671878674
"cg24953335",0.046097190368143
"cg25285440",0.0338888802543795
"cg27292547",0.13048407503399
"cg08469202",-0.166282354109818
"cg00898147",-0.00249298246211177
"cg04219048",0.0742033383658533
"cg04242464",0.13888197172701
"cg05291282",0.0911953965627779
"cg07502782",0.0292176974757268
"cg16092330",-0.200986522879681
"cg16336989",-0.0141243748777033
"cg20018782",0.47857101068347
"cg20576094",-0.125401790268014
"cg01739960",0.067746894512539
"cg03361973",-0.0570845843501607
"cg13755159",0.0582470157713249
"cg17108064",0.0266357626681756
"cg25244921",0.253062842542213
"cg02707290",0.0624134723825504
"cg02886263",0.00298157809683301
"cg03860982",0.0745749588829493
"cg03997105",0.038127995019558
"cg06736444",0.0843331264374952
"cg08441546",-0.0576111824043649
"cg08442217",0.0625088571147284
"cg08776942",-0.0874585295003198
"cg09477740",-0.0330973973360448
"cg15669092",0.0231421121436018
"cg16383109",0.0431978118699743
"cg16765487",-0.314415844252892
"cg27342781",0.067916772505889
"cg00688810",-0.1254297543091
"cg06085038",0.173196314040593
"cg10275770",-0.0559911778554421
"cg10535845",-0.0543531695715591
"cg15082983",-0.00536400308181922
"cg15132165",-0.000405653835317396
"cg17015522",0.000532214696542139
"cg17317962",0.0134159810692559
"cg17996892",-0.453865001408587
"cg22947322",-0.297510613543726
"cg23526824",0.000547191555256144
"cg25680014",-0.0712612433470671
"cg07704235",0.0656711604321225
"cg21351102",-0.0415857497125137
"cg04899500",0.0854032630861518
"cg08121478",-0.0166163449684233
"cg11335411",-0.043561932963667
"cg12570309",-0.0185885535099713
"cg14017460",-0.00045912054946033
"cg24796852",-0.0169271548627328
"cg24865623",-0.00686448291730827
"cg25754059",-0.00391493351101241
"cg25801292",-0.0129480155403431
"cg09868035",0.176856370800588
"cg11598935",0.02431883440364
"cg15122013",0.0153225388650037
"cg17740140",0.016167379409342
"cg20239391",-0.0491640456605314
"cg20306032",0.0273411277646631
"cg21907993",0.000420555075115001
"cg26256104",-0.0163528669965917
"cg15235306",0.0212971547024266
"cg08415592",-0.12273994949514
"cg25036527",-0.0605953234796669
"cg27029450",-0.0792486233227092
