"","x"
"cg02608831",-0.238747084451992
"cg08608523",-0.175385614578853
"cg10825040",-3.37838980462733
"cg10941185",0.356009543116629
"cg17694593",-0.79649054578348
"cg18581669",2.81680930392389
"cg14400672",-0.440191552605168
"cg03669298",-0.694557787730704
"cg05477444",1.5046995512047
"cg08772206",1.56919235481421
"cg10600964",0.0800746865714414
"cg14330737",1.85873392294377
"cg14920044",0.714133805795947
"cg17120273",1.62426258285079
"cg19472590",1.83069229152456
"cg22892607",0.359470670899871
"cg23829193",0.69605069878461
"cg24091315",1.16430545688983
"cg27630957",-0.354967222315549
"cg00629688",-2.37665391089127
"cg06178669",-2.10876708292815
"cg06434874",-1.35324345503952
"cg08995609",-1.63087161016612
"cg10832281",-0.242768417520418
"cg15111638",0.768147070007719
"cg15511120",-0.627769940791283
"cg19013178",-1.51297359288423
"cg20446143",-0.333222270428316
"cg23012054",1.23974506560019
"cg23677291",-1.50536042700332
"cg24530510",0.644848666826457
"cg25026627",0.396095880670369
"cg02927448",-0.186210008253123
"cg06868955",-0.463234597090169
"cg12795893",-0.661295823741666
"cg14189750",-1.37425680996572
"cg20406728",1.19408608838604
"cg20722088",1.10250719169353
"cg21531873",0.888414171038298
"cg24428144",-1.67335945987516
"cg25771683",-0.839942850333765
"cg26386886",-2.55196417524719
"cg26871735",2.04956951189664
"cg27292547",1.16388615280471
"cg09041337",1.72103866124655
"cg26400954",-0.869132670579599
"cg02893348",-0.243370734519775
"cg05168580",-0.453586450034681
"cg05291282",1.41222962717804
"cg07502782",1.21778668192965
"cg09147827",-0.106339894756182
"cg11745444",-0.105538725206317
"cg13274014",1.82844369627567
"cg20018782",-0.924403480023014
"cg01739960",-0.028108124278222
"cg06020164",0.566858611870203
"cg11775292",0.271067843604441
"cg12299554",0.0389280367223498
"cg13755159",0.430673858865968
"cg17108064",-0.627092124947868
"cg25244921",1.18315461737992
"cg26350373",0.922051067570887
"cg02225847",-1.73205473131559
"cg02707290",0.95267936148371
"cg03740666",0.368773195842217
"cg04833379",0.431044577774143
"cg07506749",-0.265344865512033
"cg08441546",-1.82515514158362
"cg16765487",0.0657637281263477
"cg26435198",-0.770215112215623
"cg00041989",0.562867396762081
"cg00190545",-0.00723887471738326
"cg07166159",1.81311854249882
"cg07923794",0.344142665427243
"cg08004014",-2.13815218399056
"cg13973180",-0.0568232540009898
"cg14019757",-1.84242734215787
"cg17077641",1.6265288792324
"cg17996892",0.916384762635079
"cg21531740",1.56338826857099
"cg22572454",2.34435707040126
"cg22697517",-0.754070990812715
"cg22947322",0.406060032181709
"cg25839227",-0.596700041309083
"cg06923616",-1.23854467461311
"cg13476901",-1.94953057879315
"cg19203115",0.127204441248603
"cg23366050",-0.51845727869154
"cg12570309",-0.240085249268163
"cg26613742",0.175045990329823
"cg26651782",-2.39089141825791
"cg06520134",-1.02878650852926
"NA",NA
"cg11598935",-0.267576679428285
"cg11614585",-1.25492645682332
"cg18184975",-1.64590133565334
"cg19222525",-0.0652182112011652
"cg26827893",-0.757393612495951
"cg03857553",-0.823885025193021
"cg03962200",0.0492985337056175
"cg08415592",-1.41049543046732
